ID;HELCOM_MPA_name;Mapview;Country;Subbasin;Status;Coverage;Location;MPA_size_km2;MPA- marine_sizekm2;MPA_terrestrial_size_km2;Territorial_Waters_km2;Exclusive_Economic_Zone_km2;Date_of_last_update;Date_of_last_update_formatted
262;Munkegrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=262.xml;Denmark;Great Belt;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;13.35;13.35;0;6.87;6.48;17.04.2016;2016-04-17
263;Nakskov Fjord og Inderfjord;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=263.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;85.65;76.41;9.24;76.41;0;17.04.2016;2016-04-17
240;Nationalpark Vorpommersche Boddenlandschaft (National Park Western Pomeranian Lagoon Area);http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=240.xml;Germany;Arkona Basin,Bay of Mecklenburg;Designated and managed;Marine and terrestrial;Territorial waters;789;655.27;133.73;655.27;0;17.04.2016;2016-04-17
124;Nemunas Delta Regional Park;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=124.xml;Lithuania;Eastern Gotland Basin;Designated and managed;Marine and terrestrial;Territorial waters;290.04;21.53;268.51;21.53;0;17.04.2016;2016-04-17
309;Nida-Perkone;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=309.xml;Latvia;Eastern Gotland Basin;Designated;Marine;Territorial waters;367;366.64;0.36;366.64;0;17.04.2016;2016-04-17
116;Northern Midsjoebanken;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=116.xml;Sweden;Bornholm Basin,Eastern Gotland Basin,Western Gotland Basin;Designated;Marine;Exclusive Economic Zone;983.91;983.91;0;0;983.91;17.04.2016;2016-04-17
287;Odense Fjord;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=287.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;50.71;43.11;7.6;43.11;0;17.04.2016;2016-04-17
85;Ostoja Slowinska;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=85.xml;Poland;Bornholm Basin,Eastern Gotland Basin;Designated and partly managed;Marine and terrestrial;Territorial waters;321.86;107.7;214.16;107.7;0;26.04.2016;2016-04-26
226;Ostseekuste am Brodtener Ufer;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=226.xml;Germany;Bay of Mecklenburg;Designated;Marine;Territorial waters;20.83;20.82;0.01;20.82;0;17.04.2016;2016-04-17
123;Pajuris Regional Park;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=123.xml;Lithuania;Eastern Gotland Basin;Designated and managed;Marine and terrestrial;Territorial waters;58.67;31.5;27.17;31.5;0;17.04.2016;2016-04-17
206;Pakri;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=206.xml;Estonia;Gulf of Finland;Designated and managed;Marine and terrestrial;Territorial waters;205.75;170.85;34.9;170.85;0;17.04.2016;2016-04-17
172;Pommersche Bucht-Roennebank;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=172.xml;Germany;Arkona Basin,Bornholm Basin;Designated;Marine;Exclusive Economic Zone;2089.45;2089.45;0;0.46;2088.99;17.04.2016;2016-04-17
179;Przybrzezne Wody Baltyku;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=179.xml;Poland;Bornholm Basin,Eastern Gotland Basin,Gdansk Basin;Designated;Marine;Territorial waters;1948.36;1945.47;2.89;1945.47;0;17.04.2016;2016-04-17
94;Paernu lahe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=94.xml;Estonia;Gulf of Riga;Designated;Marine and terrestrial;Territorial waters;1149.88;1088.74;61.14;1088.74;0;17.04.2016;2016-04-17
306;Rigas lica rietumu piekraste;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=306.xml;Latvia;Gulf of Riga;Designated;Marine;Territorial waters;1322.6;1321.68;0.92;1321.68;0;17.04.2016;2016-04-17
289;Roskilde Fjord og Jægerspris Nordskov;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=289.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;148.81;105.44;43.37;105.44;0;17.04.2016;2016-04-17
266;Ryggen;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=266.xml;Denmark;Great Belt;Designated and managed;Marine;Territorial waters;4.39;4.39;0;4.39;0;17.04.2016;2016-04-17
288;Roesnæs, Roesnæs Rev og Kalundborg Fjord;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=288.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;56.91;52.92;3.99;52.92;0;17.04.2016;2016-04-17
108;S:t Anna/Missjoe Archipelago;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=108.xml;Sweden;Western Gotland Basin;Designated and managed;Marine and terrestrial;Territorial waters;166.16;158.33;7.83;158.33;0;17.04.2016;2016-04-17
129;Saltholm og omliggende hav;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=129.xml;Denmark;Arkona Basin,The Sound;Designated and managed;Marine and terrestrial;Territorial waters;72.52;54.55;17.97;54.55;0;17.04.2016;2016-04-17
174;Schlei incl. Schleimunde und vorgelagerter Flachgrunde;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=174.xml;Germany;Kiel Bay;Designated;Marine and terrestrial;Territorial waters;87.91;73.05;14.86;73.05;0;17.04.2016;2016-04-17
267;Schultz og Hastens Grund samt Briseis Flak;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=267.xml;Denmark;Kattegat;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;208.58;208.58;0;48.65;159.93;17.04.2016;2016-04-17
268;Sejeroe Bugt og Saltbæk Vig;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=268.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;445.76;406.28;39.48;406.28;0;17.04.2016;2016-04-17
305;Selga uz rietumiem no Tujas;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=305.xml;Latvia;Gulf of Riga;Designated;Marine;Territorial waters;586.48;586.48;0;586.48;0;17.04.2016;2016-04-17
128;Skælskoer Fjord og havet og kysten mellem Agersoe og Glænoe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=128.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;185.82;136.77;49.05;136.77;0;12.05.2016;2016-05-12
187;Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=187.xml;Denmark;Arkona Basin,Bay of Mecklenburg,Great Belt,Kiel Bay;Designated and managed;Marine and terrestrial;Territorial waters;794.44;696.78;97.66;696.78;0;17.04.2016;2016-04-17
177;Staberhuk, Grossenbrode Meeresbereiche, Wagrien, Sagas-Bank;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=177.xml;Germany;Bay of Mecklenburg;Designated;Marine and terrestrial;Territorial waters;396.21;391.12;5.09;391.12;0;17.04.2016;2016-04-17
130;Stavns Fjord, Samsoe Oesterflak og Nordby Hede;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=130.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;157.38;150.94;6.44;150.88;0.06;12.05.2016;2016-05-12
291;Stege Nor;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=291.xml;Denmark;Arkona Basin;Designated and managed;Marine and terrestrial;Territorial waters;5.72;5.08;0.64;5.08;0;17.04.2016;2016-04-17
269;Stenrev sydoest for Langeland;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=269.xml;Denmark;Great Belt,Kiel Bay;Designated and managed;Marine;Territorial waters;14.9;14.9;0;14.9;0;17.04.2016;2016-04-17
270;Stevns Rev;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=270.xml;Denmark;Arkona Basin;Designated and managed;Marine;Territorial waters;46.67;46.58;0.09;46.58;0;17.04.2016;2016-04-17
296;Stora Middelgrund och Roede Bank;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=296.xml;Sweden;Kattegat;Designated;Marine;Exclusive Economic Zone;114.11;114.11;0;0;114.11;17.04.2016;2016-04-17
106;Stora Nassa-Sv. Hoegarna;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=106.xml;Sweden;Northern Baltic Proper;Designated and partly managed;Marine and terrestrial;Territorial waters;298.3;291.41;6.89;291.41;0;17.04.2016;2016-04-17
132;Store Middelgrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=132.xml;Denmark;Kattegat;Designated and managed;Marine;Exclusive Economic Zone;21.47;21.47;0;0;21.47;12.05.2016;2016-05-12
134;Strandenge pa Læsoe og havet syd herfor;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=134.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Both territorial waters and Exclusive Economic Zone;1039.88;998.02;41.86;886.82;111.19;12.05.2016;2016-05-12
271;Sydfynske Oehav;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=271.xml;Denmark;Great Belt,Kiel Bay;Designated and managed;Marine and terrestrial;Territorial waters;452.25;372.63;79.62;372.63;0;17.04.2016;2016-04-17
512;TEST site;-;Finland;-;Designated;Marine;Territorial waters;-;-;-;-;-;28.04.2016;2016-04-28
125;The state Baltic sea marine reserve;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=125.xml;Lithuania;Eastern Gotland Basin;Designated;Marine;Territorial waters;140.2;140.2;0;140.2;0;17.04.2016;2016-04-17
272;Thuroe Rev;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=272.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;1.63;1.28;0.35;1.28;0;17.04.2016;2016-04-17
202;Torhamns Archipelago;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=202.xml;Sweden;Bornholm Basin;Designated;Marine and terrestrial;Territorial waters;105.59;96.41;9.18;96.41;0;17.04.2016;2016-04-17
292;Udby Vig;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=292.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;3.84;1.77;2.07;1.77;0;17.04.2016;2016-04-17
301;Ujscie Odry i Zalew Szczecinski;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=301.xml;Poland;Bornholm Basin;Designated and partly managed;Marine and terrestrial;Territorial waters;525.73;421.34;104.39;421.34;0;17.04.2016;2016-04-17
302;Ujscie Wisly;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=302.xml;Poland;Gdansk Basin;Designated;Marine and terrestrial;Territorial waters;17.51;8.82;8.69;8.82;0;17.04.2016;2016-04-17
273;Vestamager og havet syd for;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=273.xml;Denmark;Arkona Basin;Designated and managed;Marine and terrestrial;Territorial waters;62.08;39.27;22.81;39.27;0;17.04.2016;2016-04-17
293;Vestlige del af Avernakoe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=293.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;1.25;0.19;1.06;0.19;0;17.04.2016;2016-04-17
91;Vilsandi;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=91.xml;Estonia;Eastern Gotland Basin,Northern Baltic Proper;Designated and managed;Marine and terrestrial;Territorial waters;318.83;208.65;110.18;208.65;0;17.04.2016;2016-04-17
164;Vistula Spit ;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=164.xml;Russia;Gdansk Basin;Designated;Marine and terrestrial;Territorial waters;34;10.45;23.55;10.45;0;17.04.2016;2016-04-17
304;Vitrupe-Tuja;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=304.xml;Latvia;Gulf of Riga;Designated;Marine;Territorial waters;35.8;35.71;0.09;35.71;0;17.04.2016;2016-04-17
294;Vyborgskii;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=294.xml;Russia;Gulf of Finland;Designated and managed;Marine and terrestrial;Territorial waters;109.45;63.62;45.83;63.62;0;17.04.2016;2016-04-17
207;Vaeinameri;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=207.xml;Estonia;Gulf of Riga,Northern Baltic Proper;Designated;Marine and terrestrial;Territorial waters;2727.47;2220.14;507.33;2220.14;0;17.04.2016;2016-04-17
298;Vaenta Litets Grund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=298.xml;Sweden;Bothnian Sea;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;151.32;151.32;0;131.12;20.2;17.04.2016;2016-04-17
192;Vaernanaes Archipelago;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=192.xml;Sweden;Western Gotland Basin;Designated and managed;Marine and terrestrial;Territorial waters;15.53;14.85;0.68;14.85;0;17.04.2016;2016-04-17
208;Walkyriengrund;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=208.xml;Germany;Bay of Mecklenburg;Designated;Marine;Territorial waters;22.23;22.23;0;22.23;0;17.04.2016;2016-04-17
86;Wolin i Uznam;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=86.xml;Poland;Bornholm Basin;Designated and partly managed;Marine and terrestrial;Territorial waters;307.68;46.04;261.64;46.04;0;17.04.2016;2016-04-17
83;Zalew Wislany i Mierzeja Wislana;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=83.xml;Poland;Gdansk Basin;Designated;Marine and terrestrial;Territorial waters;409.19;299.97;109.22;299.97;0;17.04.2016;2016-04-17
170;Zatoka Pomorska;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=170.xml;Poland;Bornholm Basin;Designated;Marine;Both territorial waters and Exclusive Economic Zone;3117.87;3117.5;0.37;2250.86;866.65;17.04.2016;2016-04-17
84;Zatoka Pucka;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=84.xml;Poland;Gdansk Basin;Designated;Marine and terrestrial;Territorial waters;625.16;616.26;8.9;616.26;0;17.04.2016;2016-04-17
133;Alborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=133.xml;Denmark;Kattegat;Designated and managed;Marine and terrestrial;Territorial waters;689.27;636.44;52.83;636.44;0;12.05.2016;2016-05-12
274;Alborg Bugt, oestlige del;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=274.xml;Denmark;Kattegat;Designated and managed;Marine;Both territorial waters and Exclusive Economic Zone;1782.5;1782.47;0.03;1527.23;255.23;17.04.2016;2016-04-17
241;Aebeloe og havet syd for og Næra;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=241.xml;Denmark;Great Belt;Designated and managed;Marine and terrestrial;Territorial waters;132.22;99.56;32.66;99.56;0;17.04.2016;2016-04-17
281;Oelsemagle Strand og Staunings Oe;http://maps.helcom.fi/website/HELCOMMPAs/index.html?config=281.xml;Denmark;Arkona Basin;Designated and managed;Marine and terrestrial;Territorial waters;5.41;3.63;1.78;3.63;0;17.04.2016;2016-04-17
